datetime,plotcode,A,B
2021-01-05 16:00:00,2A08M,,1.9043333333333328
2021-01-05 16:30:00,2A08M,,1.91
2021-01-05 17:00:00,2A08M,,1.9103333333333328
2021-01-05 17:30:00,2A08M,,1.9140000000000001
2021-01-05 13:00:00,2A09M,1.4416666666666669,2.0973333333333337
2021-01-05 13:30:00,2A09M,1.4653333333333332,2.091333333333333
2021-01-05 14:00:00,2A09M,1.4880000000000004,2.097666666666667
2021-01-05 14:30:00,2A09M,1.4900000000000004,2.1000000000000005
2021-01-05 15:00:00,2A09M,1.4946666666666668,2.1000000000000005
2021-01-05 15:30:00,2A09M,1.5046666666666662,2.102
2021-01-05 16:00:00,2A09M,1.5099999999999996,2.109
2021-01-05 16:30:00,2A09M,1.5023333333333333,2.11
2021-01-05 17:00:00,2A09M,1.4853333333333327,2.11
2021-01-05 17:30:00,2A09M,1.4666666666666668,2.11
2021-01-05 13:00:00,2A10M,1.9836666666666671,2.5660000000000003
2021-01-05 13:30:00,2A10M,1.995666666666667,2.5603333333333333
2021-01-05 14:00:00,2A10M,2.008,2.5600000000000005
2021-01-05 14:30:00,2A10M,2.019000000000001,2.5600000000000005
2021-01-05 15:00:00,2A10M,2.022666666666667,2.5600000000000005
2021-01-05 15:30:00,2A10M,2.03,2.5600000000000005
2021-01-05 16:00:00,2A10M,2.030333333333333,2.5600000000000005
2021-01-05 16:30:00,2A10M,2.0330000000000004,2.5600000000000005
2021-01-05 17:00:00,2A10M,2.03,2.5600000000000005
2021-01-05 17:30:00,2A10M,2.023333333333334,2.5600000000000005
2021-01-05 13:00:00,2A11M,2.2000000000000006,
2021-01-05 13:30:00,2A11M,2.2063333333333337,
2021-01-05 14:00:00,2A11M,2.2156666666666665,
2021-01-05 14:30:00,2A11M,2.220666666666667,
2021-01-05 15:00:00,2A11M,2.2293333333333334,
2021-01-05 15:30:00,2A11M,2.2299999999999995,
2021-01-05 16:00:00,2A11M,2.2299999999999995,
2021-01-05 16:30:00,2A11M,2.2299999999999995,
2021-01-05 17:00:00,2A11M,2.2299999999999995,
2021-01-05 17:30:00,2A11M,2.2266666666666666,
2021-01-05 13:00:00,2A12M,,2.2000000000000006
2021-01-05 13:30:00,2A12M,,2.2000000000000006
2021-01-05 14:00:00,2A12M,,2.2000000000000006
2021-01-05 14:30:00,2A12M,,2.2000000000000006
2021-01-05 15:00:00,2A12M,,2.2006666666666668
2021-01-05 15:30:00,2A12M,,2.209333333333333
2021-01-05 16:00:00,2A12M,,2.21
2021-01-05 16:30:00,2A12M,,2.21
2021-01-05 17:00:00,2A12M,,2.21
2021-01-05 17:30:00,2A12M,,2.213
2021-01-05 13:00:00,2A13M,1.1593333333333329,1.7543333333333329
2021-01-05 13:30:00,2A13M,1.2246666666666666,1.767333333333334
2021-01-05 14:00:00,2A13M,1.215,1.7839999999999998
2021-01-05 14:30:00,2A13M,1.1903333333333337,1.7979999999999994
2021-01-05 15:00:00,2A13M,1.2063333333333333,1.8076666666666672
2021-01-05 15:30:00,2A13M,1.2199999999999998,1.8136666666666668
2021-01-05 16:00:00,2A13M,1.1933333333333331,1.82
2021-01-05 16:30:00,2A13M,1.1509999999999998,1.8283333333333327
2021-01-05 17:00:00,2A13M,1.094,1.8286666666666669
2021-01-05 17:30:00,2A13M,1.0619999999999998,1.82
2021-01-05 13:00:00,2A14M,1.4813333333333334,2.07
2021-01-05 13:30:00,2A14M,1.5176666666666667,2.079333333333333
2021-01-05 14:00:00,2A14M,1.548666666666666,2.088333333333334
2021-01-05 14:30:00,2A14M,1.5433333333333332,2.0973333333333333
2021-01-05 15:00:00,2A14M,1.549666666666666,2.103333333333333
2021-01-05 15:30:00,2A14M,1.5580000000000005,2.11
2021-01-05 16:00:00,2A14M,1.5583333333333331,2.1143333333333327
2021-01-05 16:30:00,2A14M,1.5466666666666666,2.12
2021-01-05 17:00:00,2A14M,1.524,2.12
2021-01-05 17:30:00,2A14M,1.5003333333333335,2.1186666666666665
2021-01-05 13:00:00,2A15M,1.317,2.084
2021-01-05 13:30:00,2A15M,1.333333333333334,2.08
2021-01-05 14:00:00,2A15M,1.3466666666666671,2.0806666666666658
2021-01-05 14:30:00,2A15M,1.3500000000000003,2.0860000000000003
2021-01-05 15:00:00,2A15M,1.345333333333334,2.0900000000000007
2021-01-05 15:30:00,2A15M,1.3420000000000007,2.0900000000000007
2021-01-05 16:00:00,2A15M,1.3400000000000007,2.0900000000000007
2021-01-05 16:30:00,2A15M,1.3336666666666663,2.0900000000000007
2021-01-05 17:00:00,2A15M,1.3253333333333337,2.0900000000000007
2021-01-05 17:30:00,2A15M,1.32,2.089666666666667
2021-01-05 13:00:00,2A16M,1.778333333333333,2.5453333333333337
2021-01-05 13:30:00,2A16M,1.8046666666666669,2.540000000000001
2021-01-05 14:00:00,2A16M,1.8330000000000009,2.540000000000001
2021-01-05 14:30:00,2A16M,1.8400000000000007,2.5450000000000004
2021-01-05 15:00:00,2A16M,1.8450000000000004,2.548666666666666
2021-01-05 15:30:00,2A16M,1.8559999999999999,2.548
2021-01-05 16:00:00,2A16M,1.86,2.550333333333333
2021-01-05 16:30:00,2A16M,1.8583333333333336,2.557333333333333
2021-01-05 17:00:00,2A16M,1.8466666666666685,2.5596666666666668
2021-01-05 17:30:00,2A16M,1.8326666666666664,2.5600000000000005
2021-01-05 13:00:00,2A17M,1.5840000000000007,2.3026666666666658
2021-01-05 13:30:00,2A17M,1.6016666666666666,2.2999999999999994
2021-01-05 14:00:00,2A17M,1.6226666666666671,2.2999999999999994
2021-01-05 14:30:00,2A17M,1.6396666666666666,2.299666666666666
2021-01-05 15:00:00,2A17M,1.6489999999999996,2.2999999999999994
2021-01-05 15:30:00,2A17M,1.6579999999999993,2.2999999999999994
2021-01-05 16:00:00,2A17M,1.6650000000000005,2.2999999999999994
2021-01-05 16:30:00,2A17M,1.6700000000000004,2.3016666666666663
2021-01-05 17:00:00,2A17M,1.666666666666666,2.309
2021-01-05 17:30:00,2A17M,1.6569999999999998,2.3100000000000005
2021-01-05 13:00:00,2A18M,1.855333333333333,2.53
2021-01-05 13:30:00,2A18M,1.893,2.53
2021-01-05 14:00:00,2A18M,1.9210000000000005,2.53
2021-01-05 14:30:00,2A18M,1.9200000000000004,2.53
2021-01-05 15:00:00,2A18M,1.931,2.53
2021-01-05 15:30:00,2A18M,1.9416666666666669,2.53
2021-01-05 16:00:00,2A18M,1.9443333333333328,2.531333333333334
2021-01-05 16:30:00,2A18M,1.9366666666666663,2.537333333333334
